지역,분류1,카테고리,여행태그,이름,주소,좌표(x),좌표(y),전화번호,홈페이지Url,서브타이틀,기타,대표관광지등록,상세내용,이미지1,이미지2,이미지3,이미지4,이미지5
계룡,tourist,캠핑/트레킹/체험,"사계솔바람길,김장생,솔바람,사계고택,은농재,계룡시,계룡,송시열스승",사계솔바람길,충남 계룡시 두마면 사계로 122-4,36.2657053,127.2717458,042-840-2401 ,http://tour.gyeryong.go.kr/html/tour/att/att_0109.html,태두 김장생의 자취를 찾아서,휠체어진입 불가능,Y,"먼저, “사계 솔바람길”의 사계가 무엇인지 궁금한 사람들이 많을 것이다. 사계(沙溪)는 조선 중기의 학자·문신이고 이이의 제자이자 송시열의 스승인 조선 예학(禮學)의 태두 김장생(1548~1631) 선생님의 호이다.
사계 솔바람길은 사계고택으로부터 시작된다. 사계고택은 사계 김장생 선생님께서 낙향 후 학문을 연구하고 후진을 양성하던 곳으로, 별당인 은농재, 대문채, 행랑채, 안채와 가묘가 남에서 북으로 일렬로 배치되어 있어 아담하지만 사대부 집안의 당당한 기품이 느껴진다. 특히, 4~5월경에 곳곳에서 흐드러지게 피는 철쭉은 우아한 사계고택에 아름다움을 더해 줘 빼어난 장관을 연출하기도 한다.
사계고택내의 “사계전시관”은 사계 선생님의 일생일대기를 배울 수 있는 곳으로 사계 선생님의 일대기, 허씨부인 설화이야기, 병자호란·임진왜란 때의 활약상, 사계 선생님의 스승과 제자, 돈암서원 등에 대한 소개도 하고 있다. 
잔잔한 음악과 함께 사계고택(은농재)을 둘러본 후, 운동화끈을 단단히 매고 이제 본격적으로 사계 솔바람길을 산책하면 된다. 사계고택을 나와 우측 왕대산업단지 방향으로 200여m를 가면 사계솔바람길 안내판과 함께 등산로 입구가 나온다.",05-11-1.jpg,05-11-2.jpg,05-11-3.jpg,05-11-4.jpg,
당진,tourist,캠핑/트레킹/체험,"도비도,해양체험,도비도관광지,농어촌,섬,대호방조제,철새,조각공원",도비도해양체험,충남 당진시 석문면 대호만로 2888-14,37.021151,126.46236,041-351-9200,http://tour.dangjin.go.kr/html/tour/intro/intro_05.html,농어촌 종합체험장,휠체어진입 불가능,N,"도비도 농어촌 휴양단지는 원래 섬이었으나, 대호방조제를 축조하면서 육지로 변한 곳으로 도시민과 농어민의 교류센터로 환경 농업의 산 교육장이다.
주말이면 조개, 게, 고둥, 소라, 낙지 등을 잡기 위해 많은 사람들이 찾고 겨울에는 풍부한 먹이를 찾아 많은 철새들이 몰려와 장관을 이룬다. 단지내에는 숙박시설(95개실)과 세미나실, 전망대, 유람선 선착장, 암반해수탕, 조각공원 편의시설이 있으며 주변에는 섬들이 병풍처럼 둘러쌓여 있어 아름다운 일몰을 감상할 수 있다.",05-12-1.jpg,05-12-2.jpg,05-12-3.jpg,05-12-4.jpg,
청양,tourist,캠핑/트레킹/체험,"캠핑,오토캠핑,청양,칠갑산오토캠핑장,까치내,카라반,캠핑카",칠갑산오토캠핑장,충남 청양군 대치면 까치내로 710,36.3958142,126.8636477,041-940-2700,http://camping.cheongyang.go.kr/,아름다운 자연에서 즐기는 캠핑,휠체어진입 불가능,N,"가족, 친구와 함께 부담 없이 칠갑산의 대자연과 하나가 될 수 있는 칠갑산오토캠핑장은 건전한 레저와 휴식을 즐길 수 있는 공간으로 가족단위 휴양지 최소를 자랑하고 있다.",05-13-1.jpg,05-13-2.jpg,05-13-3.jpg,05-13-4.jpg,
태안,tourist,캠핑/트레킹/체험,"솔향기길,태안길,태안,걷기,탐방로,바다,소나무,만대항",솔향기길,충남 태안군 이원면 내리 83-23,36.9667956,126.3047397,041-670-2544 ,http://www.taean.go.kr/html/kr/tour/tour_03_06.html,태안절경 천삼백리길,휠체어진입 불가능,N,"생태문화탐방로태안절경 천삼백리 “솔향기길"" 바다와 솔숲을 거닐 수 있는 도보 중심의 길
아름다운 해안가와 바다를 계속 바라보며 걸을 수 있는 솔숲길을 연결한 도보 중심의 길로써 태안의 대표적인 상징인 “바다”와 “소나무”를 테마로 하여 자연환경, 생태, 문화자원을 체험, 학습, 감상할 수 있는 누구나 걷고 싶은 태안절경 천삼백리 “솔향기길”",05-14-1.jpg,05-14-2.jpg,05-14-3.jpg,05-14-4.jpg,
보령,tourist,풍경,"허브랜드,개화예술공원,음악당,비림공원,모산미술관,예술종합단지,보령,공원",개화예술공원,충남 보령시 성주면 성주산로 673-47,36.3117295,126.657359,"041-933-6184 ,041-931-6789",http://www.gaehwaartpark.com/,아름다운 예술종합단지,휠체어진입 가능,N,"개화예술공원은 주변에 위치한 부대시설을 포함해 5만여평의 규모로 조성되어있다. 대단위 예술종합단지인 개화예술공원은 예술공원내 허브랜드, 음악당, 육필시공원, 비림공원, 그리고 모산미술관이 자리잡고 있다.
주황색 지붕에 2층으로 구성된 미술관 본관은 세계 어디에서도 볼 수 없고 오직 보령에서만 생산되는 진귀한 돌,오석으로 지어졌다.
오석은 표면을 갈면 갈수록 더 까만 빛깔을 내고 갈지 않고 쪼을 수록 하얗게 변하는 성질이 있어 비석이나 조각상으로 국내에서 매우 인기가 높은 돌이다.
우선 예술공원 내에 자리잡은 허브랜드는 올해 신축된 전시실로 어린이들의 유용한 자연학습장이다.",06-01-1.jpg,06-01-2.jpg,06-01-3.jpg,06-01-4.jpg,
서산,tourist,풍경,"한우목장,농협,서산,초목,한우개량소,용비저수지",서산한우목장,충남 서산시 운산면 해운로 691,36.7701412,126.5643239,041-662-2113 ,http://www.seosantour.net/cnt/tourView.do?mc=03020100&sys=KO&cntnt_sn=916,광활한 초원의 시원스런 풍광,휠체어진입 불가능,N,"광활한 초지가 시원스런 풍광을 선사하는 서산 한우 목장은 서산9경(서산구경) 중 제8경으로, ‘산악 축산의 요람’이라 불릴 정도로 대규모를 자랑한다.
NH농협은행 한우개량사업소가 관리하는 곳으로, 1969년 서산 운산면 원벌리와 용현리의 약 21.06㎢ 거대한 산지를 개발하여 조성했다.
목장에서는 한우 약 3천두 가 한가로이 풀을 뜯는 장관이 연출되는데, 아름다운 주변 경관과 함께 시골의 순박하고 평화로운 분위기를 느낄 수 있게 한다.
특히 봄철이면 초지 능선을 따라 벚꽃이 만개하여 낭만이 넘친다. 그 광경은 이미 유명세를 타 매년 벚꽃이 피는 4월 초에서 중순경에는 많은 관광객이 찾아와 꽃분홍 능선에 풍요로움을 더하고 있다. 또한 이 시기 서산 한우 목장 한가운데 자리한 용비저수지도 연중 가장 빼어난 경치를 자랑한다.",06-02-1.jpg,06-02-2.jpg,06-02-3.jpg,06-02-4.jpg,
논산,tourist,풍경,"금강,옥녀봉,논산,강경,채운산,올망졸망,택리지,선녀",옥녀봉,충남 논산시 강경읍 옥녀봉로73번길 28-17,36.1643686,127.0115125,041-746-8501,http://tour.nonsan.go.kr/tour.do?mno=sub01_01_07,"명월 : 달 밝은밤, 선녀의 자태",휠체어진입 불가능,N,"유순한 금강이 흐르고, 아담한 옥녀봉과 채운산이 알맞은 거리를 두고 마주한 사이에 올망졸망 읍내가 보이는 강경!
「택리지」저자 이중환은 일찍이 강경의 풍물과 경치에 빠져 이곳에 살면서「택리지」를 집필하였다고 한다.
달 밝은 보름날 하늘나라 선녀들이 이 산마루에 내려와 경치의 아름다움을 즐겼고 맑은 강물에 목욕을 하며 놀았다는 전설을 간직하고 있다.
강경에 가거든 젓갈시장을 들러 보고 꼭 옥녀봉에 올라가 보라고 권하고 싶다. 부여에서 유순하게 내려오던 금강이 옥녀봉을 밀어내지 못하고 물줄기가 꺾이어 서해로 나간다. 옥녀봉 정자에서 바라보면 사방이 거칠 것이 없이 훤하다. 논산평야가 한눈에 들어오고 부여, 익산이 파노라마처럼 펼쳐져 있다. 논산 8경중 7경이라고 하나 풍류와 멋을 아는 사람은 이곳을 주저없이 1경으로 꼽는 이가 많다.
평야와 강이 조화를 이루고 저멀리 산이 배경처럼 서 있어 한폭의 수채화를 연상케 한다. 이곳에는 강경읍내와 멀리 논산시내, 드넓게 펼쳐진 논산평야와 금강을 조망할 수 있는 전망대가 있다.",06-03-1.jpg,06-03-2.jpg,06-03-3.jpg,06-03-4.jpg,
당진,tourist,풍경,"왜목마을,서해일출,해돋이,해넘이,일몰,일출,해돋이축제,당진,남근바위,촛대바위,장고항",왜목마을,충남 당진시 석문면 왜목길 15-5 ,37.0474613,126.5275455,041-350-3114,http://tour.dangjin.go.kr/html/tour/intro/intro_04.html,서정적인 일출과 감성적인 일몰,휠체어진입 불가능,Y,"왜목마을에서 바다건너 동남쪽 3km 전방. 바다에 면하여 우뚝 솟은 노적봉과 장고항 언덕사이 붓을 거꾸로 꽂아 놓은 듯 문필봉 같이 서있는 바위가 눈길을 끈다. 오래전 왜목마을에서 바다너머로 관망되는 이 바위는 자연의 비경을 찾아다니는 사진작가들의 눈길을 끌었고, 사진작가의 눈에 비춰진 바위의 비경이 작가들 사이 입소문이 나면서 출사처로 각광을 받기 시작했다.

사진작가의 눈을 통해 알려진 감동스런 한 컷은 일출 무렵의 사진 한 장. 서해바다에 떠오르는 일출도 일츨이거니와 하늘을 찌를 듯 서있는 바위 위로 솟아오르는 붉은 태양이 담긴 이 사진은 자연의 신비와 오묘함이 그대로 담겨 세인의 관심을 불러 모았다. 남아선호사상이 유별난 우리나라의 손 귀한 집안사람들은 남근바위라 믿고 해 뜰 무렵 이곳을 찾아와 바위를 바라보며 아들 낳기를 기원했다는 속설 또한 오늘에 전하고 있다.

이 바위가 남근바위라고 알려진 유래를 보면 왜목마을 사람들의 가족력과 무관하지 않다. 마을을 통틀어 예닐곱 가구에 불과하고, 자동차 길도 닿지 않는 오지 갯마을 이었던 시절. 아들 일곱에 딸 하나라 할 정도로 마을에 딸 가진 집이 귀했다. 그 이유는 마을에 양기가 세서 그렇다 하고 그 연원을 남근바위에서 찾는다는 속설이다.

속설은 고렇고, 언제부터인가 이 바위는 ‘촛대바위’라는 이름으로 세상에 알려지게 되었고 당진 서해바다 촛대바위의 일출은 당진구경 중 하나로 한국의 명승이 되었다. 아침해가 촛대바위에 걸리는 시기는 2월과 10월이다. 7~8월은 노적봉과 국화도 사이 바다로 뜨는 해를 볼 수 있다. 왜목마을의 일출은 일년 중 하지와 동지를 기준으로 해 뜨는 위치가 달라 장고항과 국화도 사이로 유동적이다.",06-04-1.jpg,06-04-2.jpg,06-04-3.jpg,06-04-4.jpg,
당진,tourist,풍경,"서해대교, 야경, 행담도휴게소, 당진시, 당진, 연인야경,다리,대교",서해대교,충남 당진시 신평면 서해안고속도로 275,36.943241,126.819263,041-746-8431,http://tour.dangjin.go.kr/html/tour/intro/intro_01_02.html,"한국의 하버브릿지,당진 랜드마크",휠체어진입 불가능,N,"당진시의 랜드마크 서해대교.

호주 시드니의 하버브릿지, 미국 센프란시스코의 금문교(Golden gate bridge), 부산의 광안대교, 인천의 인천대교 등 대도시의 랜드마크 구실을 하고 있는 다리들은 공사기간만 해도 수년을 헤아리는 대규모 난공사의 현장으로도 유명하다. 1993년 11월 착공하여 2000년 11월까지 7년의 공사 끝에 완공됨으로써 당진시의 랜드마크로 떠오른 서해대교는 총연장 353km의 서해고속도로 건설공사 구간 중 가장 큰 난공사 구간이었으며, 완공 후 서해고속도로의 명물로 자리 잡았다.

공사기간 7년 연인원 220만명이 동원되어 완공된 서해대교는 다양한 신공법 채택에 따른 전문기술 축적으로 국내 건설기술 수준을 진일보 시킨 건설기술 국제경쟁력 강화의 견인차이자, 서해안시대 지역경제 활성화의 견인차역할을 하고 있는 다리다.

서해대교는 첨단 신공법의 경연장이라 할 정도로 세 가지 다리형식이 결합된 복합교량으로써 첨단 신공법·신기술을 적용하여 건설되었다. 특히 고도의 기술을 요하는 핵심부분인 사장교는 공사 당시 국내에서 시도된 바 없는 헤비리프팅(heavy lifting)이라는 특수공법을 적용하는 등 안전성과 시공성이 확보된 신공법을 도입하여 국내 교량기술을 진일보시키는 역할을 했다.

서해대교에서 주목받는 사장교 형식의 다리는 높이 쌓은 두 개의 주탑을 중심으로 케이블을 경사지게 설치하여 차량이 지나가는 상판을 지탱하는 형태의 다리를 말하는 것으로, 서해대교 중 990m가 사장교 방식으로 건설 되었으며, 5만톤급 이상의 컨테이너선 등 대형 선박이 지나다닐 수 있도록 62m 높이와 470m의 폭을 지니고 있다. 국내 최대 길이의 사장교(470m)인 이 다리는 국내 최초로 바닥판에 강합성형 구조를 도입하여 경제적 시공 및 유지관리의 효율성을 도모하고 있는 다리다. 내진 및 내풍설계 시 신기술을 적용하여 주탑을 건설(높이 180m~182m)하여 주탑의 안전성 확보 및 공기단축(시공기간 252일)을 위해 특수 공법 또한 사용했으며 완공 후 유지관리를 고려하여 점검용 엘리베이터, 곤도라, 이동식 점검대차 등 설치 운영하고 있다",06-05-1.jpg,06-05-2.jpg,06-05-3.jpg,06-05-4.jpg,
당진,tourist,풍경,"방조제,드라이브,삽교호,함상공원,삽교,당진시",삽교호방조제,충남 당진시 신평면 삽교천3길 100,36.8914176,126.8231249,041-350-3591,http://tour.dangjin.go.kr/html/tour/intro/intro_03_01.html,당진 3대 드라이브코스,휠체어진입 불가능,N,당진시에는 1970년대 처음으로 건설된 삽교호방조제를 비롯하여 당진시 송산면과 석문면을 잇는 석문방조제와 당진시 석문면과 서산시 대산면을 잇는 대호방조제 등 3개의 방조제가 있다. 이들 방조제들은 모두 당진시의 북부해안에 건설되어 당진시의 식수원 및 농·공업용수를 공급하는 기능을 하는가 하면 대규모 간척지가 생겨나기도 했다. 완공 후 당진시의 명소이자 전국적 관광지로 명성 높은 삽교호방조제를 비롯하여 석문·대호방조제 또한 당진시의 관광명소로서 당진의 3대 제방을 연계하여 질주하는 드라이브코스로 이름나 있다.,06-06-1.jpg,,,,
부여,tourist,풍경,"대왕국,구드래,부여,관광지,구드래국민관광지,백제,백마강",구드래국민관광지,충남 부여군 부여읍 부여로 45,36.2871209,126.9073784,"041-830-2330, 041-830-2010
",http://www.buyeo.go.kr/html/tour/info/info_010402.html,부소산 서쪽 끝 대왕국,휠체어진입 불가능,N,"대왕국이라는 의미가 담겨있는 구드래국민관광지 (구드래공원)
부소산 서쪽 끝자락에 있는 구드래는 백마강과 어울려 빼어난 경승을 이루고 조각공원이 잘 꾸며져 있어 많은 사람들이 즐겨찾는 휴식공간이다. 구드래 나루는 백제시대에 도성인 사비성을 출입하는 항구와도 같은 큰 나루였으며, 현재는 백마강을 오르내리는 유람선의 선착장으로 주변에는 토속음식이나 별미를 즐길 수 있는 식당들이 많이 있다.

1985년도에 국민관광단지로 조성된 구드래에는 옛 백제인의 조각 기술을 이어받은 지역 출신 유명 조각가 작품 30점과 1999년도 국제현대조각 심포지움에 참가한 국내·외 유명 조각가의 작품 29점 등 총 59점의 조각 작품으로 옛 정취와 함께 현대적인 아름다움을 함께 갖춘 공원을 조성하여 관광객에게 상시 개방, 볼거리를 제공하고 있다. 또한 이 곳은 부여 사람들의 휴식처이기도 하며, ""백마강과 물새가 울고, 일엽편주 돛단배를 홀로 저어가는 사공""으로 시작하여 널리 알려진 '백마강 달밤 노래비'가 세워져 있다.

왜 '구드래' 라고 부를까? 
백제시대 왕을 부를 때 지배족은 어라하(於羅瑕), 백성은 건길지라 하였다. 구드래는 '구ㄷ으래' 로 '구(大)'가 왕칭어인 어라하에 접두하고 두말사이에 지격촉음인 'ㄷ'이 끼어들어 '구ㄷ어라하' 가 되고 다시 줄어들어 '구ㄷ으래(구드래)'로 변천한 것으 로 볼 수 있다. 또한 '구드래'는 '大王'의 의미로 일본서기(서기 720년 편찬)에 백제를 '구다라'로 부른 대목이 많이 나타나는데 이 '구다라' 도 大王國이란 뜻으로 높여 부른 것이라 할 수 있다. ",06-07-1.jpg,06-07-2.jpg,06-07-3.jpg,06-07-4.jpg,
서천,tourist,풍경,"동백꽃,마량리동백나무숲,서천,마량리,일몰,해넘이축제",마량리동백나무숲,충남 서천군 서면 서인로235번길 103,36.1366829,126.4939535,041-952-7999,http://tour.seocheon.go.kr/html/kr/tour/tour_010101.html,"동백정 올라, 일몰을 바라보다",휠체어진입 불가능,Y,"마량리동백나무숲은 천연기념물 제169호로 1965년 4월에 지정·관리되고 있는 서천군의 명소다. 사철 푸르름을 자랑하는 마량리동백나무숲의 동백꽃 피는 시기는 이른 봄. 3월 하순에 꽃을 피운다. 동백나무숲은 바닷가 언덕. 바닷바람을 피할 수 있는 언덕의 동쪽자락에서 오백년 수령 동백나무 80여 그루가 군락을 이루며 자라고 있다.

동백나무숲의 명소는 숲의 언덕마루 전망 좋은 곳에 세워져 있는 중층누각 동백정이다. 동백정에 오르면 동해바다 같은 서해바다의 아름다운 풍광을 감상할 수 있다. 특히 동백정에서 바라보는 서해바다는 일몰이 아름답기로 유명하다. 동백정 앞바다에 떠있는 무인도와 어우러진 서해바다에 황혼이 물드는 풍경을 보기위해 사진작가들 뿐만 아니라 일몰감상을 위해 찾는 관광객들도 많다.",06-08-1.jpg,06-08-2.jpg,06-08-3.jpg,06-08-4.jpg,
서천,tourist,풍경,"서천,검은머리물떼새,하구둑,금강하국둑,군산,생태체험,일몰,조류생태전시관,가창오리군무,철새",금강하구둑,충남 서천군 마서면 장산로 916,36.0227449,126.7426452,041-950-4579,http://tour.seocheon.go.kr/html/kr/tour/tour_010102.html,50여만 철새들의 낙원,휠체어진입 불가능,Y,"금강이 바다로 나아가며 품을 넓히는 곳, 금강하구둑 관광지
충남 서천군 마서면 당선리에 위치한 금강하구둑 관광지는 해마다 금강하구둑을 찾아오는 철새들을 볼 수 있는 명소다. 금강하구둑은 장엄하게 흐르는 금강이 바다를 만나 품을 넓히는 곳에 만들어진 대규모 수리시설로, 충남 서천과 전북 군산을 잇는 교량 역할도 하고 있다. 드넓은 갈대밭과 농경지를 품고 있는 금강 하구에는 가창오리, 청둥오리를 비롯해 검은머리물떼새 등 희귀 조류와 수만 마리 철새들이 날아와 장관을 이룬다. 이른 아침 안개가 피어오르는 풍경도 좋고, 해질 무렵 낙조와 함께 바라보는 풍광도 일품이다. 철새가 찾지 않는 계절이라도 금강 하구의 넉넉하고 여유로운 풍경을 감상하려는 여행자들이 끊이지 않는다.
사계절썰매장과 바이킹, 회전목마 등 놀이시설이 있는 드림랜드와 게임월드, 자동차극장으로 이루어진 금강하구둑 관광지는 식당과 주차장 등 편의시설을 잘 갖추어 금강하구둑을 돌아보며 즐거운 시간을 보내기 좋다. 특히, 뒤편 산책로를 따라 전망대까지 걸어 올라가면 금강 하구와 건너편 군산이 한눈에 들어와 일대를 조망하기에 그만이다. 금강하구둑 관광지 앞 강변 산책로에는 아기자기한 카페들과 김인전공원이 있어 데이트를 즐기려는 연인들에게 인기 있다. 나란히 이어지는 자전거길을 따라 하이킹을 즐기는 여행자도 많다. 금강 하구를 따라 조성된 긴 산책로를 천천히 걸으며 햇살에 반짝이는 강변 풍경을 감상하고 조금 더 걸어 조류생태전시관까지 함께 둘러볼 수 있다.",06-09-1.jpg,06-09-2.jpg,06-09-3.jpg,06-09-4.jpg,
서천,tourist,풍경,"영화촬영지,촬영,갈대,신성리갈대밭,금강물결,4대갈대밭,사랑,연인,커플",신성리갈대밭,충남 서천군 한산면 신성로 500,36.068281,126.8618077,041-951-6564,http://tour.seocheon.go.kr/html/kr/tour/tour_010104.html,공동경비구역 JSA 촬영지,휠체어진입 불가능,N,"햇볕이 여울지는 금강물결과 신비한 조화를 이루고 있는 곳,신성리 갈대밭에서는 새록새록 사랑도 꽃피우고, 영화 속 주인공도 되어볼 수 있다. 파란 하늘과 맞닿을 듯 갈대가 장관을 이루고 있는 신성리갈대밭은 23만여제곱미터의 규모를 자랑하는 우리나라 4대 갈대밭 중의 하나. 영화 JSA공동경비구역 촬영지로도 잘 알려진 이곳은 한국관광공사가 선정한 자연학습장이기도하다.

사철 사람들이 끊이지 않지만, 가을이 되면 가족과 연인의 낭만여행지로 손꼽히는 신성리갈대밭은 멋진 갈대밭 풍경을 카메라에 담으려는 사진작가들의 촬영지로 이름 높은 곳. 성인남자의 키를 훌쩍 넘는 오솔길의 갈대가 바람에 서로의 몸을 부대끼며 가을을 속삭이는 낭만여행지 신성리 갈대밭은 가족과 연인의 이야기 “도란도란” 정겨움 묻어나는 아름다운 곳 이다. 광할한 갈대밭의 아름다움과 평온함을 만끽하고 있노라면 어느새 마음의 시름이 사라진다.",06-10-1.jpg,06-10-2.jpg,06-10-3.jpg,06-10-4.jpg,
청양,tourist,풍경,"천장호,청양,출렁다리,구기자모형,1박2일,국내최장길이,천장호출렁다리,황룔상,용과호랑이",천장호출렁다리,충남 청양군 정산면 천장호길 24,36.4144682,126.9163585,041-940-2723,http://tour.cheongyang.go.kr/tour/sub01_01_03.do,천장호를 가로지르는 이색명물,휠체어진입 불가능,Y,"흔들흔들 스릴 만점, 천장호 출렁다리
천장호 출렁다리는 청양의 명물이다. KBS '1박 2일' 팀이 남천리 산촌생태마을에 짐을 푼 뒤 이승기, 김종민, 엄태웅, 은지원이 방문한 여행지다. 2009년에 만들어졌으며 총길이 207m로 우리나라에서 가장 긴 출렁다리다. 다리 한가운데 청양의 특산물 구기자와 고추를 형상화한 높이 16m의 주탑이 시선을 끈다. '1박 2일' 출연진이 감탄을 금치 못했던 조형물이다. 그 아래를 지나 폭 1.5m의 출렁다리가 시작되는데 20m쯤 걸어가면 상하 좌우로 출렁이며 은근한 스릴을 선사한다. '1박 2일' 출연진이 신기해하며 환호성을 질렀던 자리다. 출렁다리는 30~40cm 흔들리게 설계됐다. 다리를 건너면 전망대와 칠갑산으로 향하는 등산로가 이어진다. 산행이 버거운 이들은 황룡상까지 천장호변을 산책해도 좋다.
* 현황 : 연장 207m, 높이 24m, 폭 1.5m",06-11-1.jpg,06-11-2.jpg,06-11-3.jpg,06-11-4.jpg,
예산,tourist,풍경,"삽교평야,황금들녘,삽교,예산,평야,황금벌판,쌀",삽교평야,충남 예산군 봉산면 하평리 ,36.7151412,126.6716766,041-339-7312,http://tour.yesan.go.kr/tour/sub01_01_01_04_01.do,끝없이 출렁이는 황금물결,휠체어진입 불가능,N,"삽교천을 따라 길게 펼쳐진 평탄지가 조성된 곳으로 삽교읍 용동리, 성리, 고덕면 용리, 구만리, 상장리, 대천리까지 길게 펼쳐져 있어 삽교 꽃산 봉우리에서 내려다 보이는 이른 가을 아침 햇살에 비치는 넓은 삽교평야는 마치 출렁이는 황금물결과 같아 장관을 이룬다.
예당호의 맑은 물과 풍부한 용수를 바탕으로 황금벌판의 기름진 땅에서 생산된 벼를 최신설비가 완비된 미곡종합처리장에서 가공 선별한 고품질 청결미로 신선도가 높고 밥맛이 좋은 황금쌀이 생산된다.",06-12-1.jpg,06-12-2.jpg,06-12-3.jpg,06-12-4.jpg,
태안,tourist,풍경,"소나무,안면도,안면송림,태안,소나무숲,안면해수욕장,산림욕",안면송림,충남 태안군 안면읍 해안관광로 554-4,36.549538,126.3292739,041-670-2414 ,http://www.taean.go.kr/html/kr/tour/tour_03_01_t03.html,천혜의 적송 군락,휠체어진입 불가능,N,"안면도의 소나무은??조선 11대왕인 중종(1488~1544) 초기?송금정책의 일환으로?조정에서 직접 관장했다는 기록이 있다. 조선왕실에서는 안면도의 소나무를 궁궐을 짓는 재목으로, 왕족이 죽으면 사용할 관곽재로, 또 조선재로 이용했다.

특히 경복궁을 지을 때와 오래된 궁궐을 보수할 때에도 이곳의 나무를 사용했다는 기록이 남아 있다. 이렇듯 다양한 용처 (用處)에 쓰일 송목재를 원활하게 공급하려고 안면도의 소나무 숲을 황장봉산으로 지정하고, 수군절도사 관할 아래 산감을 두어 관리하게 했다.

이렇게 엄격한 보호정책 덕분에 중부 서해안에서는 드물게 혈통 좋은 소나무 숲을 볼 수 있게 된 것이다. 비록 당시의 소나무는 아니지만 그때 소나무의 증손자격인 이 소나무들은 조선왕조의숨결을 그대로 간직하고 있는 나무들이라 할 수 있다.   안면도에는 이러한 소나무 숲이 약 3500ha 펼쳐져 있다. 이렇게 조상들이 애지중지 지켜온 이 소나무 숲은 앞으로도 지켜야 할 가치가 충분하다는 사실이 새로이 밝혀졌다. 산림 유전한 분야의 학자들이 이 숲을 분석해 보았더니 다양한 유전변이를 가지고 있었다고 한다.

유전변이가 다양할수록 가치 있는 숲이라 할 수 있다. 나무가 살아가는 데 필요한 여러 가지 형질에 대한 다양한 유전정보를 가지고 있기 때문이다. 쉽게 설명하면 생장이 우수한 형질을 가진 나무도 있는 반면에 생장은 좋지 않지만 추위나 가뭄에 강하거나 병충해에 강한 형질을 가진 나무가 함께 있을 수 있기 때문이다.

이렇듯 유전자원도 생무종이 그런 것처럼 다양하면 다양할수록 좋다. 중요한 자원이 될 식물의 종자나 생식질(生殖質) 또는 유전자원을 많이 보유할수록 다음 세대가 더욱 세련된 과학기술을 이용하여 자원을 옳게 활용할 수 있게 때문이다.

요컨대 안면도의 소나무 숲은 눈에 보이는 쭉쭉 곧은 모양 뿐만 아니라 세포나 종자 속에 있는 유전정보까지 갖춘 귀중한 숲임에 틀림없다. 그래서 산림청에서는 이 소나무 숲 근처에서는 시업행위나 벌채행위를 제한하게 하는 한편, 되도록이면 현상태로 보전하기 위해서 1988년 유전자 보존림으로 지정하여 보호하고 있다.

소나무 유전자 보존림은 전국에 5개가 있으며 총면적이 2128ha인데, 안면도 유전자 보존림의 면적은 15ha에 달한다.
",06-13-1.jpg,06-13-2.jpg,06-13-3.jpg,,
태안,tourist,풍경,"꽃지,안면도,할미할아비바위,낙조,서해일몰,황홀,연인,커플","할미,할아비바위",충남 태안군 안면읍 꽃지해안로 400,36.5008437,126.333729,041-670-2766,http://www.taean.go.kr/html/kr/tour/tour_03_01_t08.html,붉은태양이 빚어내는 황금 저녁노을,휠체어진입 불가능,Y,"꽃지 해수욕장에서 아름답게 반짝이는 모래사장을 한없이 걷다보면 그 끝에 사랑하는 남편을 기다릳 망부석이 된 할미바위와 망부석이 된 아내를 그리워하다 숨을 거둔 할아비 바위가 있다.

그래서인지 두 바위를 보고 있으면, 두 사람의 사랑과 그리움이 밀려오는 듯 애틋하기만 하다.

할미,할아비바위는 만조 시에는 바다 위의 섬이 되고 간조 시에는 육지와 연결되어 하루에도 몇 번씩 변하는 변화무쌍하고 다양한 경관을 제공할뿐만 아니라 해수욕장의 모래사구, 바다 등과 어우러져 바위 뒤로 넘어가는 일몰 경관이 뛰어나 우리나라 서해안 낙조 감상의 대표적 명소이다.

수려한 할미,할아비 바위를 배경으로 붉은 태양이 바다 속으로 빨려 들어가며 빚어내는 황홀한 저녁놀 풍경은 서해안최고의 낙조임에 틀림없다",06-14-1.jpg,06-14-2.jpg,06-14-3.jpg,06-14-4.jpg,
