관광상품번호(NameID),관광지명,관광지구분,소재지도로명주소,소재지지번주소,위도,경도,면적(제곱미터),공공편익시설정보,수용인원수,주차가능수,관광지소개,관리기관전화번호,관리기관명,데이터기준일자
1000012,경남밀양관아,기타(문화유적),경상남도 밀양시 중앙로 348(내일동),경상남도 밀양시 내일동 376,35.49440767,128.7544207,7110㎡,주차장, ,29대,조선시대 밀양부 관아의 창건 연대는 정확히 알 수 없으며 본래 있던 건물은 임진왜란으로 전부 불타버렸는데 1612년에 원유남 부사가 부임하여 원래 자리에 관아를 재건하였다. 고종32년(1895년)에 지방관제 개편에 따라 군청으로 명칭이 바뀌었다가 1927년도에 삼문동으로 밀양군청을 신축하여 이전한 이후 밀양읍사무소 밀양시청 내일동사무소의 청사로 이용되었으며 2010년 4월 현재의 관아로 복원되었다. 2010년 현재의 관아는 투호와 굴렁쇠 곤장 전통혼례 조형물 등 다양한 전통문화 체험이 가능하고 근민헌 매죽당 북별실 등 다양한 부속건물이 있다.,055-359-5580,밀양관아,2022-10-24
1000013,구만계곡,기타(휴양시설), ,경상남도 밀양시 산내면 봉의리 1596-39,35.60116606,128.8715533,6173㎡,주차장, , ,구만산(785m) 남쪽의 이 계곡은 2km정도의 바위계곡인데 골짜기가 좁고 길어서 일명 통수골이라 한다. 이 계곡에 임진왜란때 9만명이나 되는 백성들이 피난을 하였다 하여 구만계곡이란 이름이 붙었다. 계곡 가운데 구만폭포라는 장대한 폭포가 있는데 높이가 30~40m는 되고 폭포 아래에는 직경이 15m정도 되는 깊은 못이 형성되어 있다. 2km계곡 양쪽에 수십m의 높은 절벽이 솟아있고 그 계곡은 바닥이 선명히 드러나는 맑은 옥류계곡이 흘러 절경의 극치를 이룬다.,055-359-5297,밀양시청 산림녹지과,2022-10-24
1000014,구만산,기타(산), ,경상남도 밀양시 산내면 봉의리 산5,35.62500919,128.880689,968231㎡,주차장, , ,동쪽과 서쪽에 수직암벽이 솟아있고 좁은 협곡이 남북으로 뚫려있어 마치 깊은통속과 같다하여 통수골이라 불리어지는 구만산계곡에 높이 약42m의 수직폭포로 아름다운 비경이 자연의 신비로움을 느끼게 한다. 구만산은 계곡이 유명하다. 1942년 즈음 임진왜란 당시 구만명의 사람이 이곳에서 전화를 피했다 해서 이름붙은 구만동은 8km가 넘는 골짜기 안에 온갖 비경을 간직하고 있다. |- 1코스 : 구만산장-구만폭포-구만산(정상) → 총1시간30분|- 2코스 : 가인저수지-구만산 → 총1시간55분|- 3코스 : 구만산장-구만암-구만폭포-구만산 → 총1시간30분|- 4코스 : 구만산장-구만폭포-구만산-갈림길-깨진바위-억산-팔풍재-선녀폭포-석골사 → 총8시간,055-359-5297,밀양시청 산림녹지과,2022-10-24
1000015,국립밀양기상과학관,기타(전시관람),경상남도 밀양시 밀양대공원로 84,경상남도 밀양시 교동 480-8,35.50217059,128.7609767,2680㎡,주차장 휠체어 유모차 점자안내판 화장실, ,100대,2020년 5월에 개관하였고 국내 최대 토네이도 시뮬레이션을 체험할 수 있는 곳이다. 관람시간은 오전 10시부터 오후 5시 30분까지이고 매주 월요일 및 1월 1일 명절연휴 때 휴관한다. 토네이도와 기후현상 체험 외에도 얼음골의 고드름/ 기상예보 관측 및 브리핑 등 다양한 관람코스로 이루어져 있다.|- 홈페이지: https://science.kma.go.kr/science/,055-981-7370,국립밀양기상과학관,2022-10-24
1000016,금시당,기타(문화유적),경상남도 밀양시 활성로 24-183,경상남도 밀양시 활성동 582-1 ,35.48699918,128.7837842,202㎡, , ,,경상남도 문화재자료 제 228호로 금시당과 백곡재 2채로 된 건물이다. 금시당은 조선시대 문신 이광진 선생이 제자들을 교육시키기 위해 설립한 교육기관이며 최초로 지은 건물은 임진왜란 때 불타 소실되었고 이후 1743년 백곡 이지운 선생에 의해 복원되었다. 백곡재는 백곡 이지운을 추모하기 위해 철종 11년(1860)에 세워졌다.,055-359-5641,여주이씨문중,2022-10-24
1000017,밀양급수탑,기타(문화유적), ,경상남도 밀양시 삼랑진읍 송지리 156-1,35.39901606,128.8430035,60㎡, , ,,1923년 건립된 이 시설물은 경부선을 운행하던 증기기관차에 물을 공급하기 위해 삼량진역 내에 건립된 급수탑이다. 하부는 석조로 되어 있고 상부는 철근 콘크리트이지만 석조의 무늬를 나타내기 위해 줄눈을 표시하였고 위쪽에 철제 물통실을 설치하였다. 당시 교통 요충지로 중요한 역할을 했던 삼량진역의 철도 시설물로서 가치가 있다. 입장료 없이 관람 가능하며 삼랑진역 급수탑/ 삼랑진양수발전소 홍보관/ 안촌마을 등 삼랑진 드라이브 코스 중 하나이다.,1588-7270,국가철도공단,2022-10-24
1000018,김범우묘,기타(문화유적), ,경상남도 밀양시 삼랑진읍 용전리 산102-1,35.43793948,128.8369521,52830㎡, , ,,한국 천주교의 첫 순교자 김범우 토마스의 성지. 1989년 공식적으로 그의 묘가 확인되고 2005년 묘 주변을 단장해 성지로 거듭났으며 2011년에는 순교자김범우기념 성모동굴성당이 건립되었다. 김범우 토마스는 정약용의 자형인 이벽의 영향으로 천주교에 입교하였고 최초 세례자인 이승훈 베드로에 의해 토마스라는 영세명을 얻었다. 1784년부터 자신의 집을 명례방공동체로 개방하여 예배의 장을 열었으며 이후 1785년 을사추조적발사건(乙巳秋曹摘發事件)에 연루되어 단양으로 유배되었다. 그의 묘지 아래에는 1000여평의 잔디밭으로 조성된 김범우 광장이 있다.,055-356-7030,오순절 평화의마을(법인),2022-10-24
1000019,밀양꽃새미마을,기타(체험마을),경상남도 밀양시 초동면 방동안길 28,경상남도 밀양시 초동면 봉황리 125-1,35.45327353,128.7066796,230㎡,주차장, ,,어린이들을 위한 자연생태체험이 다양한 곳으로 태백산맥의 끝자락인 종남산에 둘러쌓여 있으며 마을 근처에는 봉황저수지가 펼쳐져 있다. 그중 퇴로고가 농촌체험프로그램에는 자연생태체험과 농심체험 및 민속놀이체험 전통음식체험 등이 있다. 그 외에도 마을 내에는 문화센터 카페 키즈풀빌라 식당 숙박시설 등이 있다. 밀양꽃새미마을 홈페이지에서 예약 및 문의가 가능하다. |- 체험프로그램 접수 : 인터넷/ 전화 |- 참가비 : 체험 별 상이(밀양꽃새미마을 홈페이지 참고) |- 홈페이지: http://www.kksm.kr/index.php,055-391-1518,밀양꽃새미마을,2022-10-24
1000020,다죽리손씨고가,기타(문화유적),경상남도 밀양시 산외면 다원1리길 18,경상남도 밀양시 산외면 다죽리 237-1,35.5040745,128.8146645,4291㎡, , ,,경상남도 문화재자료 제111호이다. 다죽리 손씨 고가는 일직 손씨 집성촌인 죽서마을에서 ‘손병사 고택’이라 부르는 한옥이다. 조선 영조 때 병마절도사를 지낸 손진민이 이 집을 지었는데 아버지를 이어 병마절도사가 된 아들 상룡이 집을 더 늘려 지은 데서 유래한다. 집의 구조는 남성의 생활공간인 사랑채와 여성이 생활하는 안채가 담장과 중문을 경계로 나누어져 있다. 사랑채에는 죽계서당과 모련재라고 적힌 현판이 걸려 있다. 사랑마당에는 오래된 향나무가 있으며 앞쪽으로는 대문채가 있다. 안채를 중심으로 좌우에 곳간과 행랑방을 둔 별채가 있으며 안채 맞은편에도 몇몇 건물이 있었으나 지금은 없어졌다. 영남 지방 상류층 고가에서 흔히 볼 수 있는 건축 양식을 담고 있는 문화재로 평가받고 있다.,055-359-5641,손기혁,2022-10-24
1000021,단장면허씨고가,기타(문화유적),경상남도 밀양시 단장면 단장1길 57,경상남도 밀양시 단장면 단장리 380,35.50707626,128.8543983,1547㎡, , ,,경상남도 문화재자료 제110호이다. 단장면 허씨 고가는 조선 말 유학자 허채(1859~1935)가 1890년경 김해에서 밀양으로 이주한 뒤 지은 한옥이다. 스스로 주산서당(珠山書堂)을 짓고 후학 양성에 힘썼으며 아들 석(?)과 손자 섭(涉) 등 집안에서 대대로 유학자를 배출하였다는 점을 들어 유학자 가문의 집으로 불리기도 한다. 안채와 사랑채 / 사당과 창고 등으로 구성되어 있다.,055-359-5641,허용,2022-10-24
1000022,달빛쌈지공원,기타(공원),경상남도 밀양시 내일중앙1길 21-29,경상남도 밀양시 내일동 431-128,35.49572141,128.7544135,79㎡,주차장, ,,달빛쌈지공원은 내일5통 밀양여고 인근에 위치한 기존의 배수지(수도공급시설)를 문화 및 휴게 공간으로 탈바꿈하여 지역주민과 내방객에게 제공하고자 조성되었다. 문화 및 휴게공간으로 탐방테크/체육시설/스탠드/스카이로드 등을 조성해 다양한 볼거리와 휴식공간을 제공하고 있다. ,055-359-5380,밀양시청 건축과,2022-10-24
1000023,용평터널,기타(관광명소), ,경상남도 밀양시 용평동 964,35.49467246,128.7790534,43039㎡, , ,,정우성 주연의 영화 '똥개'의 촬영지로 삼문동과 용평터널(백송터널 월연터널) 등 밀양 전역에서 촬영되었으며 그중 용평터널은 현재 밀양의 드라이브 명소이자 포토존으로 잘 알려져 있다. 터널의 길이는 약 300m로 차량이 1대만 지나다닐 수 있는 면적이므로 통행 시 유의해야 한다. 해당 전광판의 '진입시 서행'이라는 안내에 따라 진입할 수 있고 '진입 금지' 안내 시 반대편 입구에서 차량 진입 상태이기 때문에 대기했다가 이후에 진입해야 한다. 또한 용평터널 근처에는 월연정(밀양8경 중 하나)이 위치해 있으므로 함께 관광하기에도 유익하다.,055-359-5633,밀양시청 문화예술과,2022-10-24
1000024,리더스컨트리클럽,기타(운동오락시설),경상남도 밀양시 활성로 455 (활성동),경상남도 밀양시 활성동 22 리더스컨트리클럽,35.47414936,128.8130744,1003159㎡,주차장 화장실 샤워실 레스토랑, , ,2008년 9월 30일이라는 짧은 개장 역사에도 불구하고 홀당 내장객 전국 수위권을 달리고 있는 골프클럽이다. 각기 특색 있는 3개 정규코스(Hill / Lake / Pine)의 27홀 정규 코스로 구성되었으며 영남알프스 끝자락 자연경관에서 사계절 올라운딩을 즐길 수 있다. 부산/ 울산/ 대구 등 3개 광역시 및 창원/ 김해/ 양산 등 영남 주요 도시에서 30~40분 거리에 위치하여 접근성이 좋다. |- 이용요금 : 평일 165000원/ 휴일 209000원/ 카트사용료 90000원/ 캐디피 130000원(그외 대여료 홈페이지 참고) |- 예약 : 인터넷/모바일 |- 홈페이지: https://www.leaderscc.co.kr/,055-350-3000,리더스컨트리클럽,2022-10-24
1000025,말보르승마장,기타(운동오락시설),경상남도 밀양시 부북면 퇴로로 195,경상남도 밀양시 부북면 퇴로리 502-12,35.54587573,128.6982131,4459㎡,주차장, , ,경남 유일의 안전 승마시설로 실내 및 실외마장/ 원형마장/ 클럽하우스 등 그 시설이 다양하며 체계화된 교육시스템을 통해 초보자부터 전문 승마인까지 개인 능력에 맞추어 교육효과를 극대화시킬 수 있다. 또한 말과의 교감을 통해 생동감 체험 및 건강한 운동이 가능하며 대표프로그램에는 학생승마와 재활승마 등이 있다. (체험비용: 전화문의) |<오시는 길> 밀양시청 - 신촌오거리 ‘밀양연극촌’ 방면 - 치즈스토리방향 - 말보르승마장 |- 홈페이지: http://xn--2w2b2fwa033abwjb1h.com/main/,055-355-7688,말보르승마장,2022-10-24
1000026,미리미동국,기타(체험마을),경상남도 밀양시 남천강변로3길 3-4(삼문동),경상남도 밀양시 삼문동 384-4,35.49083497,128.7494135,106㎡,주차창(내일동 강변주차장 이용), , ,미리미동국은 밀양시의 최초 이름으로 당시 삼한시대 변한 12소국 중 하나이자 여기서 '미리'는 누에 및 용을 뜻하고 '미동'은 물둑을 뜻한다. 진장 문화예술플랫폼이자 지역 문화거점공간인 이곳에서는 빈집 6채를 문화적 도시재생 사업으로 조성하여 지역예술인들의 레지던시 공간으로 활용 중이다. 또한 예술가와 함께 누리고 소통할 수 있는 문화예술공간으로 다양한 문화활동 및 체험프로그램이 개최되고 있다. |- 운영시간 : 오전 10시 ~ 오후 6시 (매주 월요일 휴관)| -홈페이지: http://mirimi.kr/, 055-355-0306,밀양시문화도시센터,2022-10-24
1000027,미리벌민속박물관,기타(전시관람),경상남도 밀양시 초동면 초동중앙로 439 ,경상남도 밀양시 초동면 범평리 406,35.4190096,128.6745532,10233㎡,주차장 화장실, , ,밀양시 초동면 범평리의 옛 초등학교 자리에 설립한 사립박물관으로 이곳에서는 지난 30여년 동안 수집해 온 전통 민속품 등 2000여점을 전시하고 있다. 이 박물관의 특징은 전시물을 그대로 노출시켜 전시품들을 직접 만져보고 질감을 느끼면서 실감나게 감상할 수 있다는 점으로 전통문화의 산교육장 역할을 해 오고 있다. |- 이용시간: 동절기 : 오전 9시30분 ~ 오후 5시/ 하절기 : 오전 9시 ~ 오후 7시|  -홈페이지: http://www.miribeol.org/,055-391-2882,미리벌민속박물관,2022-10-24
1000028,밀양보트장,기타(운동오락시설), ,경상남도 밀양시 삼문동 707,35.48277065,128.7615142,540702㎡,주차장(남천강변 주차장), , ,영남루 밀양관아지 등 관광지와 어우러져 유람하기에 최적의 환경을 갖추고 있다. |- 운영시간: 평일 오후 1시 ~ 오후 6시(매주 화요일 수요일 정기휴무) 주말/공휴일 오전 10시~ 오후 6시 |탑승요금 : 15000원| - 인원 및 탑승시간 : 2~4인승/ 30분,055-359-5518,안전재난관리과,2022-10-24
1000029,밀양댐생태공원,기타(공원), ,경상남도 밀양시 단장면 고례리 1759-2,35.48550948,128.9315054,936㎡,주차장 화장실 정자, , ,경남 밀양시 양산시 창녕군 3개 지역에 수돗물 및 전력 공급과 홍수 조절을 위해 1991년 착공/ 2001년 11월에 완공되었다. 높이 89m/ 길이 535m/ 총 저수량 7360만t/ 유역면적 104.4km²에 달한다. 밀양시 단장면 고례리/ 양산시 원동면 선리/ 울주군 상북면 이천리에 걸쳐 뻗어 있다. |-댐 정상부 개방 시간 : 3월~10월 : 09:00~17:00/ 11월~2월 : 09:00~16:00 ※ 홍수기 등 사정에 따라 변할 수 있다.,055-359-5393,밀양시청 상하수도과,2022-10-24
1000030,밀양독립운동기념관,기타(전시관람),경상남도 밀양시 밀양대공원로 100,경상남도 밀양시 교동 480,35.50299394,128.7591283,23231㎡,휠체어 유모차 밀양시립박물관소요물품 공동사용, , ,밀양 출신 독립운동가들을 추모하고 민족 및 역사의식을 바로잡기 위해 세워졌으며 2008년 6월 개관하였다. 1919년 3.13 밀양장날만세운동과 의열단/ 한국광복군 등 우리나라의 독립운동에 큰 업적을 남긴 밀양인들의 항일투쟁사가 담겨 있다. 추모공간뿐만 아니라 태극기 만세운동/ 의열단 활동/ 조선의용대 등 다양한 업적에 걸친 전시공간이 마련되어 있으며 독립운동사에 길이 빛나는 밀양의 정신을 엿볼 수 있다. |- 입장료 : 어른 1000원/ 청소년 700원/ 어린이 500원|- 관람시간 : 오전 9시~오후 6시(매주 월요일/ 1월 1일/ 명절 당일 휴관) | *해당 입장권은 밀양시립박물관 및 밀양화석전시관을 함께 관람 가능한 통합입장권 |- 홈페이지: http://www.miryang815.or.kr/,055-359-6060,밀양독립운동기념관,2022-10-24
1000031,밀양시국궁장,기타(운동오락시설),경상남도 밀양시 활성로 24-105,경상남도 밀양시 활성동 521,35.49104006,128.7842383,807㎡,화장실 주차장, , ,밀양 지역의 전통 깊은 국궁장 중 하나로 활성동의 살내마을에 밀양시 국궁장을 건립 및 통합하여 운영하고 있다. 심신을 단련할 수 있는 전통 활쏘기 체험이 가능한 밀양시 국궁장이기도 하다. |- 운영시간: 07:00~20:00|- 휴관일: 매주 2 4번째 수요일 및 공휴일|- 이용요금: 2시간 800원/ 1개월 13000원|- 강습요금: 초등학생: 11000원 중고생 및 노인: 13000원 일반인: 15000원(1개월/ 주2회)| - 홈페이지: https://www.myfmc.or.kr/sub/02_09.php,055-359-4600,밀양시시설관리공단,2022-10-24
1000032,밀양시립박물관,기타(전시관람),경상남도 밀양시 밀양대공원로 100 밀양시립박물관독립운동기념관,경상남도 밀양시 교동 485-4 ,0,0,23231㎡,주차장 장애인화장실/장애인 엘리베이터 휠체어대여(4) 유모차(4), ,135대,경상남도 내에서 가장 오래된 공립박물관(1973년 개관)으로 2008년 6월 20일 현재 장소로 이전 개관하였다. 지하1층/ 지상 3층으로 삼한시대부터 조선시대까지 밀양의 역사와 전통문화를 조명해 볼 수 있으며 사명대사 유묵과 밀양12경도 등 다양한 향토자료들이 전시돼 있다. |- 관람시간 : 09:00~ 18:00|- 입장시간 : 09:00~ 17:00 ※ 매주 월요일 휴관|- 홈페이지 : https://www.miryang.go.kr/msm/index.do,055-359-5589,밀양시립박물관,2022-10-24
1000033,밀양아리랑대공원,기타(공원), ,경상남도 밀양시 교동 492,35.5045526,128.7608935,4255㎡,주차장 장애인전용주차, ,200대,2002년도 부터 조성된 우리시 대표 근린공원으로 원래 명칭은 “밀양대공원”이었으나 우리나라 3대 아리랑인 “밀양아리랑”의 구심적 역할을 할 수 있는 공간적 실체 확보를 위해 2017년도에 “밀양아리랑대공원”으로 명칭을 변경하였다. 공원내 시설로는 밀양아리랑아트센터/ 밀양시립박물관/ 충혼탑/ 아리랑동산(출향의 숲/ 탄생의 숲/ 시민의 숲)/ 아리랑고갯길/ 도토리 모험놀이터/ 수변데크 등이 있어 많은 시민들의 휴식 공간으로 활용되고 있다. 아울러 현재 공원 내 “국립 밀양기상과학관”/ “밀양아리랑 우주천문대”가 조성되어 천혜의 자연환경과 첨단시설이 어울어진 명품공원으로 각광을 받고 있으며 많은 시민과 외부 관광객이 방문을 하고 있다.,055-359-5362,밀양시청 산림녹지과,2022-10-24
1000034,밀양아리랑아트센터,기타(전시관람),경상남도 밀양시 밀양대공원로 112,경상남도 밀양시 교동 487,35.50421543,128.7588842,36158㎡,장애인화장실/엘리베이터/주차/휠체어대여/수유실,1001명,258대,밀양문화관광재단이 운영하는 다목적 공연장으로 765석의 대공연장과 236석의 소공연장 별관(전시관) 등이 있으며 2022년 제40회 대한민국 연극제(2022.07.08.-2022.07.30.)가 이곳에서 열릴 예정이다. 공공예술 프로젝트인 문화만발展을 통해 밀양아리랑전시관 팝업 갤러리 연습실 등이 상시 개방되고 있다.(2022.07.14 기준) 밀양아리랑아트센터는 효율적 운영을 위해 멤버십 제도를 운영중이며 희망하시는분 누구나 가입할 수 있으며 회원들에게는 각종 혜택이 주어진다. 멤버십 가입은 밀양문화관광재단 홈페이지 또는 사무실 안내데스크 등 방문을 통해 가능하다. |- 홈페이지: http://www.mycf.or.kr/sub/03_01.php,055-359-4500,밀양문화관광재단,2022-10-24
